0.0,0.0,0.0,0.9622058195293235,0.001824067422400621,79,XMRIGCC CryptoMiner,0.01880669593811035,1.030383586883545
0.0,0.0,0.0,0.9622058195293235,0.001824067422400621,78,XMRIGCC CryptoMiner,0.018891572952270508,0.9504735469818115
0.0,0.0,0.0,0.9621428875127517,0.0018907663951393749,77,XMRIGCC CryptoMiner,0.01919722557067871,0.9480142593383789
0.0,0.0,0.0,0.9621428875127517,0.0018907663951393749,76,XMRIGCC CryptoMiner,0.019654273986816406,0.9291701316833496
0.0,0.0,0.0,0.9621472247487606,0.0017439246645343718,75,XMRIGCC CryptoMiner,0.019392013549804688,0.9369394779205322
0.0,0.0,0.0,0.9622634499370276,0.0016718118984178805,74,XMRIGCC CryptoMiner,0.021150827407836914,0.9177758693695068
0.0,0.0,0.0,0.9622008445449606,0.0018018592122489216,73,XMRIGCC CryptoMiner,0.018364429473876953,0.9014072418212891
0.0,0.0,0.0,0.9622637780143505,0.0017401739045066586,72,XMRIGCC CryptoMiner,0.01787114143371582,0.9174246788024902
0.0,0.0,0.0,0.9622685766721913,0.0017243088532026924,71,XMRIGCC CryptoMiner,0.017290115356445312,0.8912909030914307
0.0,0.0,0.0,0.962142384561725,0.0018009273847773078,70,XMRIGCC CryptoMiner,0.01905679702758789,0.8805637359619141
0.0,0.0,0.0,0.9622005179204558,0.0017464204014961664,69,XMRIGCC CryptoMiner,0.016999483108520508,0.866506814956665
0.0,0.0,0.0,0.9622637780143505,0.0017401739045066586,68,XMRIGCC CryptoMiner,0.017612934112548828,0.8652091026306152
0.0,0.0,0.0,0.9623267100309223,0.0016628932173476721,67,XMRIGCC CryptoMiner,0.016806840896606445,0.8715341091156006
0.0,0.0,0.0,0.9622637780143505,0.0017401739045066586,66,XMRIGCC CryptoMiner,0.01710963249206543,0.8488759994506836
0.0,0.0,0.0,0.9622005179204558,0.0017464204014961664,65,XMRIGCC CryptoMiner,0.01692509651184082,0.8481965065002441
0.0,0.0,0.0,0.9622637780143505,0.0017401739045066586,64,XMRIGCC CryptoMiner,0.016911983489990234,0.8702952861785889
0.0,0.0,0.0,0.9622637780143505,0.0017401739045066586,63,XMRIGCC CryptoMiner,0.016353845596313477,0.8238282203674316
0.0,0.0,0.0,0.9622637780143505,0.0017401739045066586,62,XMRIGCC CryptoMiner,0.01643061637878418,0.8160805702209473
0.0,0.0,0.0,0.9622008078918043,0.0018229284462114176,61,XMRIGCC CryptoMiner,0.015699148178100586,0.814906120300293
